node,mean,std,min,max,median
TH_NP15_GEN-APND,1.1984982554658208,4.047135944443745,-23.55263970361222,97.48570370514763,0.9921881221355963
TH_SP15_GEN-APND,0.9365646666688845,1.6311455122523297,-39.22306897694279,7.675702377276935,1.0092626207732782
TH_ZP26_GEN-APND,0.8649370778652948,2.43406974385999,-55.26263472820484,18.876937326335284,0.9972545148186824
